=== NODES ===
entity_id,type,timestamp,feature1,feature2,label
ent_0070,ent_0062,CONNECTED_TO,2025-10-31T08:47:31.395637
ent_0026,ent_0068,PHISHED,2025-10-27T08:47:31.395641
ent_0079,ent_0004,CONNECTED_TO,2025-10-28T08:47:31.395645
ent_0042,ent_0076,CONNECTED_TO,2025-11-09T08:47:31.395649
ent_0074,ent_0006,CONNECTED_TO,2025-10-31T08:47:31.395653
ent_0055,ent_0039,INFECTED,2025-11-11T08:47:31.395657
ent_0079,ent_0030,PHISHED,2025-11-10T08:47:31.395661
ent_0008,ent_0097,CONNECTED_TO,2025-11-20T08:47:31.395664
ent_0024,ent_0040,ACCESSED,2025-11-18T08:47:31.395668
ent_0019,ent_0000,ACCESSED,2025-11-08T08:47:31.395672
ent_0010,ent_0029,INFECTED,2025-11-19T08:47:31.395676
ent_0093,ent_0059,CONNECTED_TO,2025-11-03T08:47:31.395680
ent_0078,ent_0022,ACCESSED,2025-11-14T08:47:31.395684
ent_0069,ent_0076,INFECTED,2025-11-22T08:47:31.395687
ent_0033,ent_0007,ACCESSED,2025-10-28T08:47:31.395691
ent_0038,ent_0004,CONNECTED_TO,2025-10-26T08:47:31.395695
ent_0088,ent_0054,ACCESSED,2025-11-22T08:47:31.395699
ent_0000,ent_0016,TRANSFERRED,2025-11-02T08:47:31.395703
ent_0078,ent_0027,INFECTED,2025-11-05T08:47:31.395707
ent_0098,ent_0039,CONNECTED_TO,2025-11-14T08:47:31.395711
ent_0062,ent_0027,TRANSFERRED,2025-11-12T08:47:31.395715
ent_0085,ent_0067,CONNECTED_TO,2025-11-15T08:47:31.395718
ent_0034,ent_0060,TRANSFERRED,2025-11-17T08:47:31.395722
ent_0007,ent_0049,CONNECTED_TO,2025-11-02T08:47:31.395726
ent_0001,ent_0083,ACCESSED,2025-11-09T08:47:31.395730
ent_0091,ent_0068,TRANSFERRED,2025-11-21T08:47:31.395734
ent_0013,ent_0057,INFECTED,2025-11-10T08:47:31.395737
ent_0013,ent_0097,ACCESSED,2025-11-20T08:47:31.395741
ent_0010,ent_0007,ACCESSED,2025-11-22T08:47:31.395745
ent_0013,ent_0082,PHISHED,2025-11-06T08:47:31.395749
ent_0009,ent_0044,TRANSFERRED,2025-11-25T08:47:31.395753
ent_0042,ent_0009,ACCESSED,2025-10-28T08:47:31.395757
ent_0087,ent_0011,INFECTED,2025-11-14T08:47:31.395764
ent_0065,ent_0060,INFECTED,2025-11-13T08:47:31.395769
ent_0065,ent_0052,TRANSFERRED,2025-11-14T08:47:31.395773
ent_0081,ent_0070,PHISHED,2025-11-16T08:47:31.395777
ent_0094,ent_0041,INFECTED,2025-11-21T08:47:31.395780
ent_0088,ent_0045,PHISHED,2025-11-11T08:47:31.395784
ent_0051,ent_0065,PHISHED,2025-11-03T08:47:31.395788
ent_0084,ent_0020,ACCESSED,2025-11-21T08:47:31.395792
ent_0000,ent_0007,INFECTED,2025-11-20T08:47:31.395796
ent_0057,ent_0026,CONNECTED_TO,2025-11-04T08:47:31.395799
ent_0063,ent_0082,CONNECTED_TO,2025-11-17T08:47:31.395803
ent_0047,ent_0031,INFECTED,2025-11-17T08:47:31.395807
ent_0089,ent_0007,INFECTED,2025-10-27T08:47:31.395811
ent_0045,ent_0084,CONNECTED_TO,2025-10-30T08:47:31.395815
ent_0049,ent_0081,TRANSFERRED,2025-11-21T08:47:31.395819
ent_0052,ent_0002,PHISHED,2025-11-11T08:47:31.395823
ent_0017,ent_0043,ACCESSED,2025-11-20T08:47:31.395826
ent_0058,ent_0043,PHISHED,2025-11-16T08:47:31.395830
ent_0008,ent_0020,TRANSFERRED,2025-11-03T08:47:31.395834
ent_0028,ent_0040,INFECTED,2025-11-03T08:47:31.395838
ent_0012,ent_0023,ACCESSED,2025-11-01T08:47:31.395842
ent_0038,ent_0094,INFECTED,2025-11-13T08:47:31.395845
ent_0060,ent_0027,ACCESSED,2025-11-02T08:47:31.395849
ent_0018,ent_0000,PHISHED,2025-11-09T08:47:31.395853
ent_0047,ent_0074,CONNECTED_TO,2025-11-23T08:47:31.395857
ent_0008,ent_0048,INFECTED,2025-11-04T08:47:31.395861
ent_0049,ent_0058,ACCESSED,2025-11-05T08:47:31.395865
ent_0017,ent_0058,ACCESSED,2025-11-12T08:47:31.395868
ent_0088,ent_0048,ACCESSED,2025-11-13T08:47:31.395872
ent_0016,ent_0023,TRANSFERRED,2025-11-17T08:47:31.395876
ent_0031,ent_0011,CONNECTED_TO,2025-11-05T08:47:31.395880
ent_0015,ent_0096,TRANSFERRED,2025-11-02T08:47:31.395884
ent_0017,ent_0033,INFECTED,2025-11-10T08:47:31.395887
ent_0095,ent_0097,TRANSFERRED,2025-11-16T08:47:31.395891
ent_0084,ent_0026,ACCESSED,2025-11-14T08:47:31.395895
ent_0084,ent_0048,PHISHED,2025-11-16T08:47:31.395899
ent_0051,ent_0036,ACCESSED,2025-10-31T08:47:31.395903
ent_0025,ent_0065,INFECTED,2025-11-16T08:47:31.395907
ent_0044,ent_0054,ACCESSED,2025-10-31T08:47:31.395910
ent_0009,ent_0080,ACCESSED,2025-11-14T08:47:31.395914
ent_0005,ent_0003,CONNECTED_TO,2025-11-15T08:47:31.395918
ent_0013,ent_0028,CONNECTED_TO,2025-11-14T08:47:31.395922
ent_0075,ent_0014,TRANSFERRED,2025-11-05T08:47:31.395926
ent_0029,ent_0028,PHISHED,2025-11-13T08:47:31.395930
ent_0005,ent_0070,TRANSFERRED,2025-11-14T08:47:31.395933
ent_0086,ent_0023,TRANSFERRED,2025-11-08T08:47:31.395937
ent_0024,ent_0086,PHISHED,2025-11-03T08:47:31.395941
ent_0001,ent_0047,PHISHED,2025-11-12T08:47:31.395945
ent_0079,ent_0065,CONNECTED_TO,2025-11-02T08:47:31.395948
ent_0002,ent_0008,INFECTED,2025-11-23T08:47:31.395952
ent_0003,ent_0030,CONNECTED_TO,2025-11-03T08:47:31.395956
ent_0035,ent_0096,ACCESSED,2025-11-15T08:47:31.395960
ent_0034,ent_0052,INFECTED,2025-11-10T08:47:31.395968
ent_0057,ent_0007,TRANSFERRED,2025-11-09T08:47:31.395972
ent_0084,ent_0089,INFECTED,2025-11-06T08:47:31.395976
ent_0023,ent_0076,ACCESSED,2025-10-28T08:47:31.395980
ent_0020,ent_0020,ACCESSED,2025-11-05T08:47:31.395984
ent_0002,ent_0080,CONNECTED_TO,2025-10-27T08:47:31.395988
ent_0038,ent_0087,PHISHED,2025-10-28T08:47:31.395992
ent_0086,ent_0082,PHISHED,2025-11-22T08:47:31.395996
ent_0065,ent_0076,TRANSFERRED,2025-11-16T08:47:31.395999
ent_0002,ent_0008,CONNECTED_TO,2025-11-01T08:47:31.396003
ent_0054,ent_0055,PHISHED,2025-11-16T08:47:31.396007
ent_0055,ent_0059,INFECTED,2025-11-19T08:47:31.396011
ent_0090,ent_0031,PHISHED,2025-11-23T08:47:31.396015
ent_0084,ent_0032,CONNECTED_TO,2025-11-02T08:47:31.396018
ent_0006,ent_0094,PHISHED,2025-11-08T08:47:31.396022
ent_0098,ent_0038,ACCESSED,2025-11-07T08:47:31.396026
ent_0018,ent_0091,CONNECTED_TO,2025-11-01T08:47:31.396030
ent_0011,ent_0091,CONNECTED_TO,2025-11-06T08:47:31.396034
ent_0050,ent_0002,PHISHED,2025-11-07T08:47:31.396038
ent_0085,ent_0083,CONNECTED_TO,2025-11-11T08:47:31.396042
ent_0024,ent_0099,PHISHED,2025-11-06T08:47:31.396045
ent_0079,ent_0070,TRANSFERRED,2025-10-27T08:47:31.396049
ent_0005,ent_0010,INFECTED,2025-11-03T08:47:31.396053
ent_0038,ent_0013,CONNECTED_TO,2025-11-05T08:47:31.396057
ent_0068,ent_0013,PHISHED,2025-11-10T08:47:31.396061
ent_0063,ent_0047,CONNECTED_TO,2025-11-01T08:47:31.396065
ent_0016,ent_0059,ACCESSED,2025-11-21T08:47:31.396068
ent_0009,ent_0067,INFECTED,2025-10-26T08:47:31.396072
ent_0047,ent_0024,INFECTED,2025-11-15T08:47:31.396076
ent_0004,ent_0086,PHISHED,2025-11-05T08:47:31.396080
ent_0035,ent_0083,CONNECTED_TO,2025-11-01T08:47:31.396084
ent_0003,ent_0066,PHISHED,2025-11-05T08:47:31.396087
ent_0014,ent_0092,PHISHED,2025-11-13T08:47:31.396091
ent_0026,ent_0062,ACCESSED,2025-10-30T08:47:31.396095
ent_0069,ent_0055,PHISHED,2025-10-29T08:47:31.396099
ent_0054,ent_0096,CONNECTED_TO,2025-11-15T08:47:31.396103
ent_0041,ent_0046,CONNECTED_TO,2025-11-07T08:47:31.396106
ent_0007,ent_0044,CONNECTED_TO,2025-11-06T08:47:31.396110
ent_0007,ent_0025,TRANSFERRED,2025-11-04T08:47:31.396114
ent_0036,ent_0085,CONNECTED_TO,2025-11-24T08:47:31.396118
ent_0067,ent_0073,PHISHED,2025-10-29T08:47:31.396122
ent_0082,ent_0077,INFECTED,2025-11-09T08:47:31.396126
ent_0076,ent_0011,PHISHED,2025-11-19T08:47:31.396129
ent_0033,ent_0018,ACCESSED,2025-11-15T08:47:31.396133
ent_0099,ent_0032,PHISHED,2025-11-22T08:47:31.396137
ent_0035,ent_0046,CONNECTED_TO,2025-11-17T08:47:31.396141
ent_0081,ent_0038,ACCESSED,2025-11-12T08:47:31.396144
ent_0064,ent_0062,PHISHED,2025-10-27T08:47:31.396148
ent_0043,ent_0011,PHISHED,2025-11-22T08:47:31.396152
ent_0014,ent_0030,ACCESSED,2025-11-03T08:47:31.396156
ent_0086,ent_0079,TRANSFERRED,2025-11-23T08:47:31.396163
ent_0077,ent_0087,TRANSFERRED,2025-10-29T08:47:31.396167
ent_0098,ent_0047,ACCESSED,2025-11-17T08:47:31.396171
ent_0076,ent_0026,TRANSFERRED,2025-11-04T08:47:31.396175
ent_0086,ent_0000,CONNECTED_TO,2025-11-17T08:47:31.396179
ent_0073,ent_0001,PHISHED,2025-10-31T08:47:31.396183
ent_0056,ent_0029,ACCESSED,2025-10-30T08:47:31.396187
ent_0014,ent_0099,TRANSFERRED,2025-11-14T08:47:31.396190
ent_0040,ent_0032,ACCESSED,2025-11-18T08:47:31.396194
ent_0095,ent_0081,TRANSFERRED,2025-10-27T08:47:31.396198
ent_0011,ent_0014,INFECTED,2025-11-08T08:47:31.396202
ent_0003,ent_0087,CONNECTED_TO,2025-11-07T08:47:31.396206
ent_0015,ent_0087,CONNECTED_TO,2025-11-18T08:47:31.396210
ent_0027,ent_0023,TRANSFERRED,2025-11-13T08:47:31.396213
ent_0000,ent_0071,INFECTED,2025-11-02T08:47:31.396217
ent_0037,ent_0014,PHISHED,2025-11-01T08:47:31.396230
ent_0036,ent_0090,PHISHED,2025-11-05T08:47:31.396235
ent_0034,ent_0013,INFECTED,2025-11-20T08:47:31.396239
